message§results§ratio§elements§numberLeft§numberRight§joinIteratorString§execution time§heapTotal diff§heapTotal total§arrayBuffers dif§arrayBuffers total§rss diff§rss total§heap diff§head total
TwoHashIndexed: 25000 & 0.25§324884§0.25§100§25000§25000§TwoHashIndexed§1.7443525210022925§10.453125§27.66796875§0§0.017816543579101562§60.31640625§316§6.911857604980469§18.45240020751953
TwoHashIndexed: 25000 & 0.5§1411471§0.5§100§25000§25000§TwoHashIndexed§1.7752101810052991§10.6875§28.90234375§0§0.017816543579101562§67.83203125§333.78125§2.0642242431640625§13.889785766601562
TwoHash: 25000 & 0.5§1388003§0.5§100§25000§25000§TwoHash§1.8316004760041833§10.09375§28.30859375§0§0.017816543579101562§59.5859375§321.93359375§2.2557373046875§14.257034301757812
TwoHashIndexedCount: 25000 & 0.5§1364237§0.5§100§25000§25000§TwoHashIndexedCount§1.905938276000321§11.109375§28.82421875§0§0.017816543579101562§86.765625§335.9609375§5.172027587890625§17.07054901123047
TwoHashIndexed: 25000 & 0.75§3411328§0.75§100§25000§25000§TwoHashIndexed§2.3472185930013656§22.25§49.89453125§0§0.017816543579101562§136.359375§378.5390625§8.230010986328125§20.3323974609375
TwoHashIndexedCount: 25000 & 0.75§3379080§0.75§100§25000§25000§TwoHashIndexedCount§2.5213269459977745§22.5§49.64453125§0§0.017816543579101562§105.94140625§358.99609375§15.634246826171875§27.660247802734375
TwoHash: 25000 & 0.75§3387146§0.75§100§25000§25000§TwoHash§3.0251106090024114§20.640625§48.03515625§0§0.017816543579101562§164.20703125§400.38671875§7.5442352294921875§19.499740600585938
TwoHashIndexedCount: 25000 & 0.9§5035057§0.9§100§25000§25000§TwoHashIndexedCount§2.9723769130036235§24.1796875§51.39453125§0§0.017816543579101562§141.92578125§473.20703125§13.861907958984375§27.497909545898438
TwoHashIndexed: 25000 & 0.9§5047543§0.9§100§25000§25000§TwoHashIndexed§3.034200362995267§24.859375§51.89453125§0§0.017816543579101562§105.31640625§429.4765625§18.081748962402344§31.608497619628906
TwoHash: 25000 & 0.9§5035940§0.9§100§25000§25000§TwoHash§3.9890214169993996§22.8203125§49.78515625§0§0.017816543579101562§137.75390625§469.09375§4.166725158691406§17.809776306152344
TwoHash: 50000 & 0.25§1302577§0.25§100§50000§50000§TwoHash§5.727157627001405§19.625§47.29296875§0§0.017816543579101562§178.7578125§533.34375§5.4956817626953125§19.24651336669922
TwoHashIndexed: 50000 & 0.25§1332428§0.25§100§50000§50000§TwoHashIndexed§6.208664654999971§20.21875§48.63671875§0§0.017816543579101562§162.96484375§519.1484375§9.166374206542969§22.972503662109375
TwoHashIndexedCount: 50000 & 0.25§1153639§0.25§100§50000§50000§TwoHashIndexedCount§6.460686806000769§19.96875§48.13671875§0§0.017816543579101562§151.375§523.2890625§15.463874816894531§29.368118286132812
TwoHash: 50000 & 0.5§5630198§0.5§100§50000§50000§TwoHash§7.258441003002226§24.5703125§52.29296875§0§0.017816543579101562§240.4296875§566.2734375§6.066619873046875§24.038726806640625
TwoHashIndexedCount: 50000 & 0.5§5577588§0.5§100§50000§50000§TwoHashIndexedCount§6.588529801003635§26.6796875§54.40234375§0§0.017816543579101562§171.8125§566.5234375§3.4134750366210938§21.449684143066406
TwoHashIndexed: 50000 & 0.5§5683591§0.5§100§50000§50000§TwoHashIndexed§7.132727083005011§26.9296875§54.90234375§0§0.017816543579101562§98.23046875§474.29296875§14.92279052734375§32.89155578613281
TwoHashIndexed: 50000 & 0.75§13704178§0.75§100§50000§50000§TwoHashIndexed§9.394547188997269§11.359375§60.15234375§0§0.017816543579101562§131.12109375§580.46484375§22.284423828125§36.989654541015625
TwoHashIndexedCount: 50000 & 0.75§13632778§0.75§100§50000§50000§TwoHashIndexedCount§9.681730030998587§8.609375§57.15234375§0§0.017816543579101562§85.2421875§561.8515625§12.766357421875§27.379959106445312
TwoHash: 50000 & 0.75§13647216§0.75§100§50000§50000§TwoHash§11.013754062004388§7§56.04296875§0§0.017816543579101562§100.73828125§541.02734375§10.818771362304688§25.699745178222656
TwoHashIndexedCount: 75000 & 0.25§2622188§0.25§100§75000§75000§TwoHashIndexedCount§10.159601410001516§3.34375§52.02734375§0§0.017816543579101562§99.88671875§590.1015625§13.544029235839844§32.73042297363281
TwoHashIndexed: 50000 & 0.9§20252459§0.9§100§50000§50000§TwoHashIndexed§12.212135617002845§16.1171875§66.16015625§0§0.017816543579101562§49.21484375§561.37890625§18.012283325195312§36.715850830078125
TwoHash: 75000 & 0.25§2869930§0.25§100§75000§75000§TwoHash§11.049463804006576§3.25§52.18359375§0§0.017816543579101562§73.20703125§563.67578125§2.79833984375§23.07696533203125
TwoHash: 50000 & 0.9§20223638§0.9§100§50000§50000§TwoHash§13.618685084998608§7.5§58.04296875§0§0.017816543579101562§32.31640625§549.21484375§14.78192138671875§33.580780029296875
TwoHashIndexed: 75000 & 0.25§2916531§0.25§100§75000§75000§TwoHashIndexed§11.34588597600162§3.84375§53.02734375§0§0.017816543579101562§9.8125§500.5§4.573829650878906§24.289649963378906
TwoHashIndexedCount: 50000 & 0.9§20220615§0.9§100§50000§50000§TwoHashIndexedCount§14.85135178899765§9.3671875§59.91015625§0§0.017816543579101562§84.80859375§594.45703125§18.918441772460938§37.77906036376953
TwoHash: 75000 & 0.5§12763642§0.5§100§75000§75000§TwoHash§14.825125029005111§8.85546875§57.94921875§0§0.017816543579101562§81.89453125§631.69921875§7.1976318359375§31.464134216308594
TwoHashIndexed: 75000 & 0.5§12849349§0.5§100§75000§75000§TwoHashIndexed§14.666674046002328§13.96484375§62.80859375§0§0.017816543579101562§74.0234375§610.42578125§19.32543182373047§43.33496856689453
TwoHashIndexedCount: 75000 & 0.5§12676190§0.5§100§75000§75000§TwoHashIndexedCount§14.546678670994938§10.609375§59.1875§0§0.017816543579101562§58.91796875§583.74609375§1.7789459228515625§28.251312255859375
TwoHashIndexedCount: 75000 & 0.75§30832778§0.75§100§75000§75000§TwoHashIndexedCount§21.901124071002005§15.20703125§64.98046875§0§0.017816543579101562§208.05859375§662.23828125§13.31378173828125§40.98185729980469
TwoHashIndexed: 75000 & 0.75§30939400§0.75§100§75000§75000§TwoHashIndexed§22.77960326600075§22.20703125§72.23046875§0§0.017816543579101562§65.0625§603.7578125§22.938438415527344§50.749534606933594
TwoHash: 75000 & 0.75§30853801§0.75§100§75000§75000§TwoHash§23.327224791005253§13.83984375§63.36328125§0§0.017816543579101562§92.03125§603.65625§12.437637329101562§40.39344024658203
TwoHash: 100000 & 0.25§5064887§0.25§100§100000§100000§TwoHash§18.94458366500586§6.5§57.3515625§0§0.017816543579101562§34.03515625§641.2109375§1.5746841430664062§28.12847900390625
TwoHashIndexed: 100000 & 0.25§5132000§0.25§100§100000§100000§TwoHashIndexed§18.81422263300419§8.59375§58.9453125§0§0.017816543579101562§53.1015625§634.22265625§10.661979675292969§37.217262268066406
TwoHashIndexedCount: 100000 & 0.25§4689431§0.25§100§100000§100000§TwoHashIndexedCount§18.607602366000414§5.84375§56.6953125§0§0.017816543579101562§54.8984375§617.38671875§-0.827972412109375§25.72606658935547
TwoHashIndexed: 75000 & 0.9§45580146§0.9§100§75000§75000§TwoHashIndexed§28.123333372004332§25.1171875§76.6953125§0§0.017816543579101562§82.14453125§616.7421875§22.152084350585938§51.57539367675781
TwoHash: 75000 & 0.9§45531519§0.9§100§75000§75000§TwoHash§29.519683685995638§14.08984375§64.61328125§0§0.017816543579101562§124.4296875§623.01171875§8.731239318847656§37.56715393066406
TwoHashIndexedCount: 75000 & 0.9§45528348§0.9§100§75000§75000§TwoHashIndexedCount§29.64994653299451§15.3671875§66.9453125§0§0.017816543579101562§66.69140625§641.765625§18.780784606933594§47.78886413574219
TwoHashIndexedCount: 100000 & 0.5§22460675§0.5§100§100000§100000§TwoHashIndexedCount§25.765026545003057§12.859375§64.55078125§0§0.017816543579101562§124.9453125§708.90234375§8.888740539550781§41.24481201171875
TwoHash: 100000 & 0.5§22569926§0.5§100§100000§100000§TwoHash§28.107971642002465§12.75§64.19140625§0§0.017816543579101562§119.765625§707.359375§12.999832153320312§45.321189880371094
TwoHashIndexed: 100000 & 0.5§22691070§0.5§100§100000§100000§TwoHashIndexed§29.603287890002132§17.859375§69.55078125§0§0.017816543579101562§100.39453125§698.63671875§8.522598266601562§40.889434814453125
TwoHashIndexedCount: 100000 & 0.75§54784199§0.75§100§100000§100000§TwoHashIndexedCount§37.714006680004296§19.3671875§70.37890625§0§0.017816543579101562§101.58984375§717.95703125§18.522552490234375§48.256072998046875
TwoHash: 100000 & 0.75§54815628§0.75§100§100000§100000§TwoHash§40.5265901030004§18§69.01171875§0§0.017816543579101562§78.9921875§712.08984375§16.831825256347656§46.790557861328125
TwoHashIndexed: 100000 & 0.75§54939480§0.75§100§100000§100000§TwoHashIndexed§44.379214702002706§28.1171875§79.37890625§0§0.017816543579101562§146.49609375§714.6484375§18.941612243652344§48.831993103027344
TwoHash: 100000 & 0.9§80991039§0.9§100§100000§100000§TwoHash§48.419789138004184§17.25§71.296875§0§0.017816543579101562§108.33984375§706.3515625§11.647285461425781§41.9334716796875
TwoHashIndexedCount: 100000 & 0.9§80987066§0.9§100§100000§100000§TwoHashIndexedCount§47.11567815100402§18.3671875§73.54296875§0§0.017816543579101562§78.73828125§707.140625§7.162254333496094§40.4014892578125
TwoHashIndexed: 100000 & 0.9§81063416§0.9§100§100000§100000§TwoHashIndexed§58.06618233700097§21.8671875§82.80859375§0§0.017816543579101562§91.98828125§723.62890625§33.502540588378906§61.36865234375
TwoHashIndexedCount: 150000 & 0.25§9987276§0.25§100§150000§150000§TwoHashIndexedCount§42.707055919997394§14.421875§65.98828125§0§0.017816543579101562§48.1796875§728.38671875§2.9322967529296875§35.31224060058594
TwoHashIndexed: 150000 & 0.25§10759623§0.25§100§150000§150000§TwoHashIndexed§46.1490860100016§16.921875§68.73828125§0§0.017816543579101562§46.875§741.01171875§11.751602172851562§43.93225860595703
TwoHash: 150000 & 0.25§10647364§0.25§100§150000§150000§TwoHash§49.11658998699486§13.25§65.31640625§0§0.017816543579101562§49.453125§745.6875§8.44305419921875§40.93512725830078
TwoHash: 150000 & 0.5§49393822§0.5§100§150000§150000§TwoHash§67.62566729599982§10.25§74.63671875§0§0.017816543579101562§112.2265625§823.69140625§14.306922912597656§53.816070556640625
TwoHashIndexed: 150000 & 0.5§49591484§0.5§100§150000§150000§TwoHashIndexed§67.3427882770002§16.359375§80.74609375§0§0.017816543579101562§44.01171875§751.66015625§13.333587646484375§52.84600830078125
TwoHashIndexedCount: 150000 & 0.5§49228410§0.5§100§150000§150000§TwoHashIndexedCount§62.862164511002604§9.859375§74.24609375§0§0.017816543579101562§-28.1875§672.1640625§15.941925048828125§55.351295471191406
TwoHash: 150000 & 0.75§122741252§0.75§100§150000§150000§TwoHash§87.11451734399796§13§81.015625§0§0.017816543579101562§-91.09375§612.046875§16.64716339111328§55.62024688720703
TwoHashIndexedCount: 150000 & 0.75§122702590§0.75§100§150000§150000§TwoHashIndexedCount§80.57260093799978§14.1171875§82.1328125§0§0.017816543579101562§-176§532.51171875§22.670181274414062§61.616539001464844
TwoHashIndexed: 150000 & 0.75§122923745§0.75§100§150000§150000§TwoHashIndexed§99.28225490500033§24.1171875§92.6328125§0§0.017816543579101562§-250.8828125§453.24609375§20.166725158691406§59.05229949951172
TwoHash: 150000 & 0.9§182151990§0.9§100§150000§150000§TwoHash§88.27619115100056§9.25§83.28125§0§0.017816543579101562§-374.5703125§361.94140625§10.713729858398438§53.41112518310547
TwoHashIndexedCount: 150000 & 0.9§182146288§0.9§100§150000§150000§TwoHashIndexedCount§89.18674458999932§13.8671875§85.47265625§0§0.017816543579101562§-472.4140625§280.1640625§19.51483917236328§62.09837341308594
TwoHashIndexed: 150000 & 0.9§182269480§0.9§100§150000§150000§TwoHashIndexed§107.83334641499818§22.171875§93.77734375§0§0.017816543579101562§-548.23828125§195.94921875§18.586624145507812§61.360565185546875
